"indice","num_tema_cadastrado","sugerido_1","sugerido_2","sugerido_3","sugerido_4","sugerido_5","sugerido_6","similaridade_1","similaridade_2","similaridade_3","similaridade_4","similaridade_5","similaridade_6","posicao_tema_real"
2147,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2148,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2149,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2150,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2151,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2152,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2153,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2154,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2155,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2156,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2157,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2158,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2159,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2160,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2161,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2162,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2163,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2164,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2165,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2166,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2167,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2168,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2169,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2170,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2171,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2172,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2173,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2174,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2175,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2176,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2177,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2178,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2179,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2180,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2181,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2182,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2183,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2184,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2185,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2186,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2187,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2188,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2189,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2190,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2191,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2192,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2193,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2194,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2195,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2196,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2197,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2198,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2199,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2200,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2201,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2202,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2203,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2204,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2205,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2206,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2207,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2208,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2209,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2210,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2211,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2212,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2213,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2214,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2215,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2216,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2217,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2218,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2219,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2220,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2221,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2222,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2223,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2224,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2225,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2226,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2227,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2228,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2229,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2230,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2231,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2232,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2233,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2234,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2235,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2236,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2237,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2238,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2239,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2240,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2241,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2242,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2243,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2244,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2245,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2246,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2247,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2248,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2249,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2250,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2251,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2252,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2253,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2254,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2255,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2256,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2257,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2258,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2259,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2260,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2261,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2262,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2263,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2264,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2265,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2266,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2267,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2268,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2269,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2270,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2271,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2272,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2273,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2274,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2275,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2276,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2277,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2278,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2279,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2280,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2281,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2282,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2283,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2284,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2285,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2286,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2287,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2288,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2289,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2290,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2291,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2292,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2293,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2294,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2295,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2296,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2297,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2298,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2299,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2300,3,1081,1005,0,0,0,0,59,41,0,0,0,0,0
2301,3,1081,1005,0,0,0,0,59,41,0,0,0,0,0
2302,3,1081,1005,0,0,0,0,59,41,0,0,0,0,0
2303,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2304,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2305,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2306,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2307,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2308,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2309,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2310,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2311,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2312,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2313,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2314,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2315,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2316,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2317,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2318,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2319,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2320,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2321,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2322,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2323,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2324,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2325,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2326,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2327,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2328,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2329,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2330,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2331,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2332,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2333,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2334,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2335,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2336,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2337,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2338,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2339,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2340,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2341,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2342,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2343,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2344,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2345,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2346,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2347,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2348,3,1140,1081,0,0,0,0,53,47,0,0,0,0,0
2349,3,1140,1081,0,0,0,0,53,47,0,0,0,0,0
2350,3,1140,1081,0,0,0,0,53,47,0,0,0,0,0
2351,3,1081,1182,1033,1140,0,0,61,13,13,13,0,0,0
2352,3,1081,1182,1033,1140,0,0,61,13,13,13,0,0,0
2353,3,1081,1182,1033,1140,0,0,61,13,13,13,0,0,0
2354,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2355,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2356,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2357,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2358,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2359,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2360,3,1081,1182,1033,1140,0,0,61,13,13,13,0,0,0
2361,3,1033,1005,1109,0,0,0,69,18,13,0,0,0,0
2362,3,1081,1182,1033,1140,0,0,61,13,13,13,0,0,0
2363,3,1033,1005,1109,0,0,0,69,18,13,0,0,0,0
2364,3,1081,1182,1033,1140,0,0,61,13,13,13,0,0,0
2365,3,1033,1005,1109,0,0,0,69,18,13,0,0,0,0
2366,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2367,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2368,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2369,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2370,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2371,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2372,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2373,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2374,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2375,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2376,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2377,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2378,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2379,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2380,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2381,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2382,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2383,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2384,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2385,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2386,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2387,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2388,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2389,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2390,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2391,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2392,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2393,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2394,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2395,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2396,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2397,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2398,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2399,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2400,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2401,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2402,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2403,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2404,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2405,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2406,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2407,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2408,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2409,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2410,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2411,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2412,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2413,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2414,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2415,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2416,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2417,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2418,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2419,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2420,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2421,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2422,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2423,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2424,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2425,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2426,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2427,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2428,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2429,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2430,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2431,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2432,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2433,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2434,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2435,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2436,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2437,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2438,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2439,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2440,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2441,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2442,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2443,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2444,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2445,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2446,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2447,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2448,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2449,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2450,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2451,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2452,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2453,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2454,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2455,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2456,3,1083,534,694,1081,0,0,35,29,29,7,0,0,0
2457,3,1083,534,694,1081,0,0,35,29,29,7,0,0,0
2458,3,1083,534,694,1081,0,0,35,29,29,7,0,0,0
2459,3,1083,534,694,1081,0,0,35,29,29,7,0,0,0
2460,3,1083,534,694,1081,0,0,35,29,29,7,0,0,0
2461,3,1083,534,694,1081,0,0,35,29,29,7,0,0,0
2462,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2463,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2464,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2465,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2466,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2467,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2468,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2469,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2470,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2471,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2472,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2473,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2474,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2475,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2476,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2477,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2478,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2479,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2480,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2481,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2482,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2483,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2484,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2485,3,1081,1115,979,0,0,0,60,27,13,0,0,0,0
2486,3,1081,1115,979,0,0,0,60,27,13,0,0,0,0
2487,3,1081,1115,979,0,0,0,60,27,13,0,0,0,0
2488,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2489,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2490,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2491,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2492,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2493,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2494,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2495,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2496,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2497,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2498,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2499,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2500,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2501,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2502,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2503,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2504,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2505,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2506,3,1109,1086,0,0,0,0,85,15,0,0,0,0,0
2507,3,1109,1086,0,0,0,0,85,15,0,0,0,0,0
2508,3,1109,1086,0,0,0,0,85,15,0,0,0,0,0
2509,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2510,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2511,3,1081,0,0,0,0,0,100,0,0,0,0,0,0
2512,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2513,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2514,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2515,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2516,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2517,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2518,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2519,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2520,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2521,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2522,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2523,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2524,1,1057,1081,0,0,0,0,58,42,0,0,0,0,0
2525,1,1057,1081,0,0,0,0,58,42,0,0,0,0,0
2526,1,1057,1081,0,0,0,0,58,42,0,0,0,0,0
2527,1,1057,1081,0,0,0,0,58,42,0,0,0,0,0
2528,1,1057,1081,0,0,0,0,58,42,0,0,0,0,0
2529,1,1057,1081,0,0,0,0,58,42,0,0,0,0,0
2530,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2531,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2532,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2533,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2534,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2535,1,1057,1081,1140,1005,0,0,46,28,13,13,0,0,0
2536,1,1057,1081,1005,0,0,0,58,28,14,0,0,0,0
2537,1,1057,1081,1005,0,0,0,58,28,14,0,0,0,0
2538,1,1057,1081,1005,0,0,0,58,28,14,0,0,0,0
2539,1,1057,1081,1005,0,0,0,58,28,14,0,0,0,0
2540,1,1057,1081,1005,0,0,0,58,28,14,0,0,0,0
2541,1,1057,1081,1005,0,0,0,58,28,14,0,0,0,0
2542,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2543,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2544,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2545,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2546,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2547,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2548,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2549,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2550,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2551,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2552,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2553,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2554,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2555,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2556,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2557,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2558,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2559,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2560,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2561,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2562,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2563,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2564,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2565,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2566,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2567,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2568,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2569,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2570,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2571,1,1057,1081,0,0,0,0,56,44,0,0,0,0,0
2572,1193,1064,1076,1033,1169,444,334,29,18,14,13,13,13,0
2573,1190,1033,1076,1141,1178,1109,0,29,26,20,13,12,0,0
2574,1184,1184,1174,1170,994,1076,1160,29,22,13,13,13,10,1
2575,1184,1174,1184,1170,1182,994,0,35,29,12,12,12,0,2
